L 01/21/2022 - 00:26:58: SourceMod log file session started (file "/home/steam/deathmatch/csgo/addons/sourcemod/logs/L20220121.log") (Version "1.10.0.6502")
L 01/21/2022 - 00:26:58: [auto_steam_update.smx] Received a master server restart request, and there are no players in the server. Restarting to update.
L 01/21/2022 - 00:26:59: Log file closed.
L 01/21/2022 - 00:27:25: SourceMod log file session started (file "/home/steam/deathmatch/csgo/addons/sourcemod/logs/L20220121.log") (Version "1.10.0.6502")
L 01/21/2022 - 00:27:25: [GEOIP] GeoIP database info: GEO-106FREE 20180327 Build 1 Copyright (c) 2018 MaxMind Inc All Rights Reserved
L 01/21/2022 - 00:27:25: [simple-chatprocessor.smx] [SCP] Recognized mod [Counter-Strike: GO].
L 01/21/2022 - 00:27:25: [simple-chatprocessor.smx] [SCP] Loading translation file [scp.csgo.phrases].
L 01/21/2022 - 00:27:25: [auto_steam_update.smx] HUD text is supported on this mod. The persistant timer will display.
L 01/21/2022 - 00:27:25: [afk_manager4.smx] [AFK Manager] Log File: addons/sourcemod/logs/afkm_20220121.log
L 01/21/2022 - 00:27:25: [afk_manager4.smx] [AFK Manager] Detected Mod Counter-Strike: Global Offensive
L 01/21/2022 - 01:36:46: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_pure_kick_clients") (value "0")
L 01/21/2022 - 01:36:46: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_server_verify_blood_on_player") (value "0")
L 01/21/2022 - 01:36:46: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_players_show") (value "2")
L 01/21/2022 - 01:36:46: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_info_show") (value "2")
L 01/21/2022 - 01:36:46: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "game_mode") (value "1")
L 01/21/2022 - 01:36:46: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "game_type") (value "0")
L 01/21/2022 - 01:36:46: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_afk_exclude_dead") (value "1")
L 01/21/2022 - 01:36:46: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_join_after_player") (value "0")
L 01/21/2022 - 01:36:46: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_join_team") (value "")
L 01/21/2022 - 02:02:09: -------- Mapchange to dm_mirage_v3_noble --------
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_vote_issue_changelevel_allowed") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_distance_transmit_footsteps") (value "9999")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_ms") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_ms_vgui") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_postgame_delay") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_when_empty") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_parallel_sendsnapshot") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_enable_delta_packing") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "0.200")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.001")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_minroutable") (value "1000")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_compresspackets") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "g_ragdoll_important_maxcount") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "g_ragdoll_maxcount") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "phys_enable_experimental_optimizations") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "prop_active_gib_limit") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "prop_active_gib_max_fade_time") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_turbophysics") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_framerate") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_alternateticks") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_parallel_packentities") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_multiplayer_maxtempentities") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "occlusion_test_async") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_threaded_sound") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_threaded_init") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mod_load_anims_async") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mod_load_mesh_async") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mod_load_vcollide_async") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vprof_server_thread") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "g_ai_threadedgraphbuild") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_teamname_2") (value "Noble - T")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_teamname_1") (value "Noble - CT")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_thirdperson") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_pure_kick_clients") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_server_verify_blood_on_player") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_players_show") (value "2")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_info_show") (value "2")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "game_mode") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "game_type") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_afk_exclude_dead") (value "1")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_join_after_player") (value "0")
L 01/21/2022 - 02:02:09: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_join_team") (value "")
L 01/21/2022 - 04:07:08: -------- Mapchange to dm_mirage_v3_noble --------
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_vote_issue_changelevel_allowed") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_distance_transmit_footsteps") (value "9999")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_ms") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_ms_vgui") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_postgame_delay") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_when_empty") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_parallel_sendsnapshot") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_enable_delta_packing") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "0.200")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.001")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_minroutable") (value "1000")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_compresspackets") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "g_ragdoll_important_maxcount") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "g_ragdoll_maxcount") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "phys_enable_experimental_optimizations") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "prop_active_gib_limit") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "prop_active_gib_max_fade_time") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_turbophysics") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_framerate") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_alternateticks") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_parallel_packentities") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_multiplayer_maxtempentities") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "occlusion_test_async") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_threaded_sound") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_threaded_init") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mod_load_anims_async") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mod_load_mesh_async") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mod_load_vcollide_async") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vprof_server_thread") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "g_ai_threadedgraphbuild") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_teamname_2") (value "Noble - T")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_teamname_1") (value "Noble - CT")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_thirdperson") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_pure_kick_clients") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_server_verify_blood_on_player") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_players_show") (value "2")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_info_show") (value "2")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "game_mode") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "game_type") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_afk_exclude_dead") (value "1")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_join_after_player") (value "0")
L 01/21/2022 - 04:07:08: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_join_team") (value "")
L 01/21/2022 - 06:35:16: -------- Mapchange to dm_mirage_v3_noble --------
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_vote_issue_changelevel_allowed") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_distance_transmit_footsteps") (value "9999")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_ms") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_ms_vgui") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_postgame_delay") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_when_empty") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_parallel_sendsnapshot") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_enable_delta_packing") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "0.200")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.001")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_minroutable") (value "1000")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_compresspackets") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "g_ragdoll_important_maxcount") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "g_ragdoll_maxcount") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "phys_enable_experimental_optimizations") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "prop_active_gib_limit") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "prop_active_gib_max_fade_time") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_turbophysics") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "fps_max") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_framerate") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_alternateticks") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_forcepreload") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_stats") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_parallel_packentities") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_multiplayer_maxtempentities") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "occlusion_test_async") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_threaded_sound") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_threaded_init") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mod_load_anims_async") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mod_load_mesh_async") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mod_load_vcollide_async") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "vprof_server_thread") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "g_ai_threadedgraphbuild") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_teamname_2") (value "Noble - T")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "mp_teamname_1") (value "Noble - CT")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_allow_thirdperson") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_pure_kick_clients") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_server_verify_blood_on_player") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_players_show") (value "2")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "host_info_show") (value "2")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "game_mode") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "game_type") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sm_afk_exclude_dead") (value "1")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_join_after_player") (value "0")
L 01/21/2022 - 06:35:16: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "bot_join_team") (value "")
L 01/21/2022 - 09:49:37: -------- Mapchange to dm_mirage_v3_noble --------
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_vote_issue_changelevel_allowed") (value "0")
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_max_distance_transmit_footsteps") (value "9999")
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_ms") (value "0")
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_ms_vgui") (value "0")
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_postgame_delay") (value "0")
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_hibernate_when_empty") (value "0")
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_parallel_sendsnapshot") (value "1")
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_enable_delta_packing") (value "1")
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "sv_maxunlag") (value "0.200")
L 01/21/2022 - 09:49:37: [basecommands.smx] "Console<0><Console><Console>" changed cvar (cvar "net_maxcleartime") (value "0.001")
